dataset_id,interpretability_SHAP,interpretability_LIME,interpretability_PFI,interpretability_PDP,understanding_SHAP,understanding_LIME,understanding_PFI,understanding_PDP,trust_SHAP,trust_LIME,trust_PFI,trust_PDP,interpretability_GradCAM,understanding_GradCAM,trust_GradCAM,interpretability_GradCAM_pp,understanding_GradCAM_pp,trust_GradCAM_pp,interpretability_Integrated_Gradients,understanding_Integrated_Gradients,trust_Integrated_Gradients,interpretability_SmoothGrad,understanding_SmoothGrad,trust_SmoothGrad,interpretability_LIME_Image,understanding_LIME_Image,trust_LIME_Image,interpretability_SHAP_Image,understanding_SHAP_Image,trust_SHAP_Image,interpretability_Saliency_Maps,understanding_Saliency_Maps,trust_Saliency_Maps,interpretability_Guided_Backprop,understanding_Guided_Backprop,trust_Guided_Backprop,interpretability_Guided_GradCAM,understanding_Guided_GradCAM,trust_Guided_GradCAM,interpretability_ScoreCAM,understanding_ScoreCAM,trust_ScoreCAM,interpretability_LayerCAM,understanding_LayerCAM,trust_LayerCAM,interpretability_Attention_Maps,understanding_Attention_Maps,trust_Attention_Maps,interpretability_LIME_Text,understanding_LIME_Text,trust_LIME_Text,interpretability_SHAP_Text,understanding_SHAP_Text,trust_SHAP_Text,interpretability_Integrated_Gradients_Text,understanding_Integrated_Gradients_Text,trust_Integrated_Gradients_Text,interpretability_Attention_Weights,understanding_Attention_Weights,trust_Attention_Weights,interpretability_Gradient_Text,understanding_Gradient_Text,trust_Gradient_Text,interpretability_InputXGradient_Text,understanding_InputXGradient_Text,trust_InputXGradient_Text,interpretability_DeepLIFT_Text,understanding_DeepLIFT_Text,trust_DeepLIFT_Text,interpretability_Occlusion_Text,understanding_Occlusion_Text,trust_Occlusion_Text,interpretability_Shapley_Sampling_Text,understanding_Shapley_Sampling_Text,trust_Shapley_Sampling_Text,interpretability_Rationale_Extraction,understanding_Rationale_Extraction,trust_Rationale_Extraction,interpretability_SHAP_TS,understanding_SHAP_TS,trust_SHAP_TS,interpretability_LIME_TS,understanding_LIME_TS,trust_LIME_TS,interpretability_Attention_TS,understanding_Attention_TS,trust_Attention_TS,interpretability_Feature_Importance_TS,understanding_Feature_Importance_TS,trust_Feature_Importance_TS,interpretability_Temporal_Attribution,understanding_Temporal_Attribution,trust_Temporal_Attribution,interpretability_Integrated_Gradients_TS,understanding_Integrated_Gradients_TS,trust_Integrated_Gradients_TS,interpretability_Gradient_TS,understanding_Gradient_TS,trust_Gradient_TS,interpretability_Permutation_Importance_TS,understanding_Permutation_Importance_TS,trust_Permutation_Importance_TS
img_011,3,3,3,3,3,3,3,3,3,3,3,3,4.0,4.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
img_012,3,3,3,3,3,3,3,3,3,3,3,3,4.0,4.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
img_013,3,3,3,3,3,3,3,3,3,3,3,3,4.0,4.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
img_014,3,3,3,3,3,3,3,3,3,3,3,3,4.0,4.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
img_015,3,3,3,3,3,3,3,3,3,3,3,3,4.0,4.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
img_016,3,3,3,3,3,3,3,3,3,3,3,3,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
img_017,3,3,3,3,3,3,3,3,3,3,3,3,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
img_018,3,3,3,3,3,3,3,3,3,3,3,3,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
img_019,3,3,3,3,3,3,3,3,3,3,3,3,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
img_020,3,3,3,3,3,3,3,3,3,3,3,3,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
img_021,3,3,3,3,3,3,3,3,3,3,3,3,4.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
img_022,3,3,3,3,3,3,3,3,3,3,3,3,4.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
img_023,3,3,3,3,3,3,3,3,3,3,3,3,4.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
img_024,3,3,3,3,3,3,3,3,3,3,3,3,4.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
img_025,3,3,3,3,3,3,3,3,3,3,3,3,4.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
img_026,3,3,3,3,3,3,3,3,3,3,3,3,4.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
img_027,3,3,3,3,3,3,3,3,3,3,3,3,4.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
img_028,3,3,3,3,3,3,3,3,3,3,3,3,4.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
img_029,3,3,3,3,3,3,3,3,3,3,3,3,4.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
img_030,3,3,3,3,3,3,3,3,3,3,3,3,4.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
img_031,3,3,3,3,3,3,3,3,3,3,3,3,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
img_032,3,3,3,3,3,3,3,3,3,3,3,3,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
img_033,3,3,3,3,3,3,3,3,3,3,3,3,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
img_034,3,3,3,3,3,3,3,3,3,3,3,3,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
img_035,3,3,3,3,3,3,3,3,3,3,3,3,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
img_036,3,3,3,3,3,3,3,3,3,3,3,3,4.0,4.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
img_037,3,3,3,3,3,3,3,3,3,3,3,3,4.0,4.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
img_038,3,3,3,3,3,3,3,3,3,3,3,3,4.0,4.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
img_039,3,3,3,3,3,3,3,3,3,3,3,3,4.0,4.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
img_040,3,3,3,3,3,3,3,3,3,3,3,3,4.0,4.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
img_041,3,3,3,3,3,3,3,3,3,3,3,3,4.0,4.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
img_042,3,3,3,3,3,3,3,3,3,3,3,3,4.0,4.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
img_043,3,3,3,3,3,3,3,3,3,3,3,3,4.0,4.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
img_044,3,3,3,3,3,3,3,3,3,3,3,3,4.0,4.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
img_045,3,3,3,3,3,3,3,3,3,3,3,3,4.0,4.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
img_046,3,3,3,3,3,3,3,3,3,3,3,3,4.0,4.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
img_047,3,3,3,3,3,3,3,3,3,3,3,3,4.0,4.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
img_048,3,3,3,3,3,3,3,3,3,3,3,3,4.0,4.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
img_049,3,3,3,3,3,3,3,3,3,3,3,3,4.0,4.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
img_050,3,3,3,3,3,3,3,3,3,3,3,3,4.0,4.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
